"""Parent ID number""",ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
K,K0851,K0851 - Knowledge of reverse engineering principles and practices,Knowledge of reverse engineering principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,PD-WRL-002",4100,,
K,K0852,K0852 - Knowledge of anti-forensics tools and techniques,Knowledge of anti-forensics tools and techniques,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4101,,
K,K0853,K0853 - Knowledge of forensics lab design principles and practices,Knowledge of forensics lab design principles and practices,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4102,,
K,K0854,K0854 - Knowledge of forensics lab design systems and software,Knowledge of forensics lab design systems and software,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4103,,
K,K0855,K0855 - Knowledge of debugging tools and techniques,Knowledge of debugging tools and techniques,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4104,,
K,K0856,K0856 - Knowledge of filename extension abuse,Knowledge of filename extension abuse,1,,,,0,null,"IN-WRL-002,PD-WRL-002",4105,,
K,K0857,K0857 - Knowledge of malware analysis tools and techniques,Knowledge of malware analysis tools and techniques,1,,,,0,null,"IN-WRL-002,PD-WRL-003,PD-WRL-002,PD-WRL-006",4106,,
K,K0858,K0858 - Knowledge of virtual machine detection tools and techniques,Knowledge of virtual machine detection tools and techniques,1,,,,0,null,"IO-WRL-005,IN-WRL-002,OG-WRL-005,OG-WRL-012,PD-WRL-002,PD-WRL-006",4107,,
K,K0859,K0859 - Knowledge of encryption tools and techniques,Knowledge of encryption tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-004,IO-WRL-005,IO-WRL-002,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-002",4108,,
K,K0860,K0860 - Knowledge of malware signature principles and practices,Knowledge of malware signature principles and practices,1,,,,0,null,PD-WRL-001,4109,,
K,K0861,K0861 - Knowledge of network port capabilities and applications,Knowledge of network port capabilities and applications,1,,,,0,null,PD-WRL-001,4110,,
K,K0862,K0862 - Knowledge of data remediation tools and techniques,Knowledge of data remediation tools and techniques,1,,,,0,null,"IO-WRL-002,IO-WRL-001,PD-WRL-005",4111,,
K,K0863,K0863 - Knowledge of cloud computing principles and practices,Knowledge of cloud computing principles and practices,1,,,,0,null,"IO-WRL-007,IO-WRL-003,OG-WRL-010,OG-WRL-005,OG-WRL-011,OG-WRL-009",4112,,
K,K0864,K0864 - Knowledge of knowledge management principles and practices,Knowledge of knowledge management principles and practices,1,,,,0,null,"IO-WRL-007,IO-WRL-003,OG-WRL-010,OG-WRL-005,OG-WRL-011,OG-WRL-009",4113,,
K,K0865,K0865 - Knowledge of data classification standards and best practices,Knowledge of data classification standards and best practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-014,PD-WRL-003,PD-WRL-006,PD-WRL-007",4114,,
K,K0866,K0866 - Knowledge of data classification tools and techniques,Knowledge of data classification tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-014,PD-WRL-003,PD-WRL-006,PD-WRL-007",4115,,
K,K0867,K0867 - Knowledge of database application programming interfaces (APIs),Knowledge of database application programming interfaces (APIs),1,,,,0,null,"IO-WRL-002,IO-WRL-001",4116,,
K,K0868,K0868 - Knowledge of process improvement principles and practices,Knowledge of process improvement principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,OG-WRL-010,OG-WRL-011,OG-WRL-009,OG-WRL-016",4117,,
K,K0869,K0869 - Knowledge of process maturity models and frameworks,Knowledge of process maturity models and frameworks,1,,,,0,null,"DD-WRL-001,DD-WRL-002,OG-WRL-010,OG-WRL-011,OG-WRL-009,OG-WRL-016",4118,,
K,K0870,K0870 - Knowledge of enterprise architecture (EA) reference models and frameworks,Knowledge of enterprise architecture (EA) reference models and frameworks,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-005,PD-WRL-007,NF-COM-007",4119,,
K,K0871,K0871 - Knowledge of enterprise architecture (EA) principles and practices,Knowledge of enterprise architecture (EA) principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-005,PD-WRL-007,NF-COM-007",4120,,
K,K0872,K0872 - Knowledge of service management principles and practices,Knowledge of service management principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-007,IO-WRL-006,IO-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-009,OG-WRL-016",4121,,
K,K0873,K0873 - Knowledge of service management standards and best practices,Knowledge of service management standards and best practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,IO-WRL-007,IO-WRL-006,IO-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-009,OG-WRL-016",4122,,
K,K0874,K0874 - Knowledge of key management service (KMS) principles and practices,Knowledge of key management service (KMS) principles and practices,1,,,,0,null,"DD-WRL-001,IO-WRL-002,IO-WRL-004",4123,,
K,K0875,K0875 - Knowledge of symmetric encryption principles and practices,Knowledge of symmetric encryption principles and practices,1,,,,0,null,"DD-WRL-001,IO-WRL-002,IO-WRL-004",4124,,
K,K0876,K0876 - Knowledge of key management service (KMS) key rotation policies and procedures,Knowledge of key management service (KMS) key rotation policies and procedures,1,,,,0,null,"DD-WRL-001,IO-WRL-002,IO-WRL-004",4125,,
K,K0877,K0877 - Knowledge of application firewall principles and practices,Knowledge of application firewall principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001",4126,,
K,K0878,K0878 - Knowledge of network firewall principles and practices,Knowledge of network firewall principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001",4127,,
K,K0879,K0879 - Knowledge of industry cybersecurity models and frameworks,Knowledge of industry cybersecurity models and frameworks,1,,,,0,null,"DD-WRL-002,DD-WRL-004,DD-WRL-007,IO-WRL-006,IO-WRL-004,OG-WRL-012,OG-WRL-013,PD-WRL-001,PD-WRL-007",4128,,
K,K0880,K0880 - Knowledge of access control models and frameworks,Knowledge of access control models and frameworks,1,,,,0,null,"DD-WRL-002,DD-WRL-004,DD-WRL-007,IO-WRL-006,IO-WRL-004,OG-WRL-012,OG-WRL-013,PD-WRL-001,PD-WRL-007",4129,,
K,K0881,K0881 - Knowledge of learning assessment tools and techniques,Knowledge of learning assessment tools and techniques,1,,,,0,null,"DD-WRL-007,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-003,OG-WRL-008,PD-WRL-004",4130,,
K,K0882,K0882 - Knowledge of ethical hacking principles and practices,Knowledge of ethical hacking principles and practices,1,,,,0,null,"DD-WRL-008,PD-WRL-007",4131,,
K,K0883,K0883 - Knowledge of circuit analysis tools and techniques,Knowledge of circuit analysis tools and techniques,1,,,,0,null,DD-WRL-002,4132,,
K,K0884,K0884 - Knowledge of covert communication tools and techniques,Knowledge of covert communication tools and techniques,1,,,,0,null,"DD-WRL-008,IN-WRL-001",4133,,
K,K0885,K0885 - Knowledge of instructional design principles and practices,Knowledge of instructional design principles and practices,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-008",4134,,
K,K0886,K0886 - Knowledge of instructional design models and frameworks,Knowledge of instructional design models and frameworks,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-008",4135,,
K,K0887,K0887 - Knowledge of training policies and procedures,Knowledge of training policies and procedures,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003",4136,,
K,K0888,K0888 - Knowledge of Bloom's Taxonomy learning levels,Knowledge of Bloom's Taxonomy learning levels,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4137,,
K,K0889,K0889 - Knowledge of learning management system (LMS) systems and software,Knowledge of learning management system (LMS) systems and software,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4138,,
K,K0890,K0890 - Knowledge of learning modes,Knowledge of learning modes,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4139,,
K,K0891,K0891 - Knowledge of the Open Systems Interconnect (OSI) reference model,Knowledge of the Open Systems Interconnect (OSI) reference model,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-006,DD-WRL-007,IO-WRL-005,IO-WRL-004,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-004,PD-WRL-007",4140,,
K,K0892,K0892 - Knowledge of cyber defense laws and regulations,Knowledge of cyber defense laws and regulations,1,,,,0,null,"DD-WRL-006,IN-WRL-001,IN-WRL-002,OG-WRL-006,OG-WRL-002,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-013,OG-WRL-008,OG-WRL-014,PD-WRL-001,PD-WRL-002",4141,,
K,K0893,K0893 - Knowledge of training systems and software,Knowledge of training systems and software,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003",4142,,
K,K0894,K0894 - Knowledge of computer architecture principles and practices,Knowledge of computer architecture principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-008,IO-WRL-006",4143,,
K,K0895,K0895 - Knowledge of taxonomy models and frameworks,Knowledge of taxonomy models and frameworks,1,,,,0,null,IO-WRL-003,4144,,
K,K0896,K0896 - Knowledge of semantic ontology models and frameworks,Knowledge of semantic ontology models and frameworks,1,,,,0,null,IO-WRL-003,4145,,
K,K0897,K0897 - Knowledge of logging tools and technologies,Knowledge of logging tools and technologies,1,,,,0,null,IO-WRL-001,4146,,
K,K0898,K0898 - Knowledge of cloud service models and frameworks,Knowledge of cloud service models and frameworks,1,,,,0,null,"IO-WRL-007,PD-WRL-003,NF-COM-007",4147,,
K,K0899,K0899 - Knowledge of crisis management protocols,Knowledge of crisis management protocols,1,,,,0,null,IN-WRL-001,4148,,
K,K0900,K0900 - Knowledge of crisis management processes,Knowledge of crisis management processes,1,,,,0,null,IN-WRL-001,4149,,
K,K0901,K0901 - Knowledge of crisis management tools and techniques,Knowledge of crisis management tools and techniques,1,,,,0,null,IN-WRL-001,4150,,
K,K0902,K0902 - Knowledge of the NIST Workforce Framework for Cybersecurity (NICE Framework),Knowledge of the NIST Workforce Framework for Cybersecurity (NICE Framework),1,,,,0,null,OG-WRL-003,4151,,
K,K0903,K0903 - Knowledge of service desk principles and practices,Knowledge of service desk principles and practices,1,,,,0,null,IO-WRL-007,4152,,
K,K0904,K0904 - Knowledge of machine learning principles and practices,Knowledge of machine learning principles and practices,1,,,,0,null,IO-WRL-001,4153,,
K,K0905,K0905 - Knowledge of media production tool and techniques,Knowledge of media production tool and techniques,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4154,,
K,K0906,K0906 - Knowledge of multi-level security (MLS) systems and software,Knowledge of multi-level security (MLS) systems and software,1,,,,0,null,"DD-WRL-001,DD-WRL-002",4155,,
K,K0907,K0907 - Knowledge of cross-domain solutions,Knowledge of cross-domain solutions,1,,,,0,null,"DD-WRL-001,DD-WRL-002",4156,,
K,K0908,K0908 - Knowledge of human resources policies and procedures,Knowledge of human resources policies and procedures,1,,,,0,null,OG-WRL-003,4157,,
K,K0909,K0909 - Knowledge of abnormal physical and physiological behaviors,Knowledge of abnormal physical and physiological behaviors,1,,,,0,null,"IN-WRL-001,PD-WRL-005",4158,,
K,K0910,K0910 - Knowledge of needs assessment principles and practices,Knowledge of needs assessment principles and practices,1,,,,0,null,"OG-WRL-004,OG-WRL-005",4159,,
K,K0911,K0911 - Knowledge of remote access tools and techniques,Knowledge of remote access tools and techniques,1,,,,0,null,"IO-WRL-007,IN-WRL-002",4160,,
K,K0912,K0912 - Knowledge of sustainment principles and practices,Knowledge of sustainment principles and practices,1,,,,0,null,"OG-WRL-009,NF-COM-007",4161,,
K,K0913,K0913 - Knowledge of sustainment processes,Knowledge of sustainment processes,1,,,,0,null,OG-WRL-009,4162,,
K,K0914,K0914 - Knowledge of binary analysis tools and techniques,Knowledge of binary analysis tools and techniques,1,,,,0,null,"IO-WRL-001,IN-WRL-002,PD-WRL-002",4163,,
K,K0915,K0915 - Knowledge of network architecture principles and practices,Knowledge of network architecture principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-012,OG-WRL-013,OG-WRL-008,OG-WRL-014,PD-WRL-001,PD-WRL-003,PD-WRL-002,PD-WRL-004,PD-WRL-006,PD-WRL-007",4164,,
K,K0916,K0916 - Knowledge of malware analysis principles and practices,Knowledge of malware analysis principles and practices,1,,,,0,null,"IN-WRL-002,PD-WRL-003,PD-WRL-002,PD-WRL-006",4165,,
K,K0917,K0917 - Knowledge of Personally Identifiable Information (PII) data security standards and best ...,Knowledge of Personally Identifiable Information (PII) data security standards and best practices,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001",4166,,
K,K0918,K0918 - Knowledge of Payment Card Industry (PCI) data security standards and best practices,Knowledge of Payment Card Industry (PCI) data security standards and best practices,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-006,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001",4167,,
K,K0919,K0919 - Knowledge of Personal Health Information (PHI) data security standards and best practices,Knowledge of Personal Health Information (PHI) data security standards and best practices,1,,,,0,null,"DD-WRL-001,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-007,IO-WRL-005,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-006,OG-WRL-012,OG-WRL-013,OG-WRL-014,PD-WRL-001",4168,,
K,K0920,K0920 - Knowledge of risk management policies and procedures,Knowledge of risk management policies and procedures,1,,,,0,null,"DD-WRL-003,DD-WRL-005,DD-WRL-006,IO-WRL-006,OG-WRL-010,OG-WRL-011,OG-WRL-009,NF-COM-007",4169,,
K,K0921,K0921 - Knowledge of program protection plan (PPP) principles and practices,Knowledge of program protection plan (PPP) principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002",4170,,
K,K0922,K0922 - Knowledge of the acquisition life cycle models and frameworks,Knowledge of the acquisition life cycle models and frameworks,1,,,,0,null,"DD-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-012,OG-WRL-009,OG-WRL-016",4171,,
K,K0923,K0923 - Knowledge of operating system structures and internals,Knowledge of operating system structures and internals,1,,,,0,null,"DD-WRL-008,IO-WRL-004,IN-WRL-001,IN-WRL-002,OG-WRL-004,OG-WRL-005,PD-WRL-002",4172,,
K,K0924,K0924 - Knowledge of network analysis tools and techniques,Knowledge of network analysis tools and techniques,1,,,,0,null,"DD-WRL-008,IO-WRL-006,OG-WRL-005,OG-WRL-012,PD-WRL-001,PD-WRL-003,PD-WRL-007",4173,,
K,K0925,K0925 - Knowledge of wireless communication tools and techniques,Knowledge of wireless communication tools and techniques,1,,,,0,null,"DD-WRL-008,IO-WRL-005,IO-WRL-004,OG-WRL-008,PD-WRL-004,PD-WRL-006",4174,,
K,K0926,K0926 - Knowledge of signal jamming tools and techniques,Knowledge of signal jamming tools and techniques,1,,,,0,null,"DD-WRL-008,IO-WRL-005,IO-WRL-004,OG-WRL-008,PD-WRL-004,PD-WRL-006",4175,,
K,K0927,K0927 - Knowledge of configuration management tools and techniques,Knowledge of configuration management tools and techniques,1,,,,0,null,"DD-WRL-001,DD-WRL-002,IO-WRL-006",4176,,
K,K0928,K0928 - Knowledge of systems engineering principles and practices,Knowledge of systems engineering principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001,NF-COM-007",4177,,
K,K0929,K0929 - Knowledge of content synchronization tools and techniques,Knowledge of content synchronization tools and techniques,1,,,,0,null,IO-WRL-003,4178,,
K,K0930,K0930 - Knowledge of credential management systems and software,Knowledge of credential management systems and software,1,,,,0,null,IO-WRL-006,4179,,
K,K0931,K0931 - Knowledge of data-at-rest encryption (DARE) standards and best practices,Knowledge of data-at-rest encryption (DARE) standards and best practices,1,,,,0,null,"IO-WRL-006,OG-WRL-001",4180,,
K,K0932,K0932 - Knowledge of cryptographic key storage systems and software,Knowledge of cryptographic key storage systems and software,1,,,,0,null,"IO-WRL-006,OG-WRL-001",4181,,
K,K0933,K0933 - Knowledge of N-tier architecture principles and practices,Knowledge of N-tier architecture principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002",4182,,
K,K0934,K0934 - Knowledge of data classification policies and procedures,Knowledge of data classification policies and procedures,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,IO-WRL-002,IO-WRL-007,IO-WRL-003,IO-WRL-006,IO-WRL-004,OG-WRL-001,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-014,PD-WRL-003,PD-WRL-006,PD-WRL-007",4183,,
K,K0935,"K0935 - Knowledge of incident, event, and problem management policies and procedures","Knowledge of incident, event, and problem management policies and procedures",1,,,,0,null,"IO-WRL-005,IO-WRL-007",4184,,
K,K0936,K0936 - Knowledge of network hardware threats and vulnerabilities,Knowledge of network hardware threats and vulnerabilities,1,,,,0,null,"DD-WRL-008,IO-WRL-004,OG-WRL-007",4185,,
K,K0937,K0937 - Knowledge of countermeasure design principles and practices,Knowledge of countermeasure design principles and practices,1,,,,0,null,"DD-WRL-004,IO-WRL-006,PD-WRL-001",4186,,
K,K0938,K0938 - Knowledge of network mapping principles and practices,Knowledge of network mapping principles and practices,1,,,,0,null,PD-WRL-001,4187,,
K,K0939,K0939 - Knowledge of packet-level analysis tools and techniques,Knowledge of packet-level analysis tools and techniques,1,,,,0,null,"PD-WRL-001,PD-WRL-002,PD-WRL-007",4188,,
K,K0940,K0940 - Knowledge of subnet tools and techniques,Knowledge of subnet tools and techniques,1,,,,0,null,PD-WRL-001,4189,,
K,K0941,K0941 - Knowledge of data concealment tools and techniques,Knowledge of data concealment tools and techniques,1,,,,0,null,IN-WRL-002,4190,,
K,K0942,K0942 - Knowledge of cryptology principles and practices,Knowledge of cryptology principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-004,DD-WRL-006,DD-WRL-008,IO-WRL-002,IO-WRL-006,OG-WRL-012,OG-WRL-013,PD-WRL-001,PD-WRL-007",4191,,
K,K0943,K0943 - Knowledge of industry indicators,Knowledge of industry indicators,1,,,,0,null,"OG-WRL-002,OG-WRL-003",4192,,
K,K0944,K0944 - Knowledge of intelligence data gathering principles and practices,Knowledge of intelligence data gathering principles and practices,1,,,,0,null,OG-WRL-006,4193,,
K,K0945,K0945 - Knowledge of intelligence data gathering policies and procedures,Knowledge of intelligence data gathering policies and procedures,1,,,,0,null,OG-WRL-006,4194,,
K,K0946,K0946 - Knowledge of incident reporting policies and procedures,Knowledge of incident reporting policies and procedures,1,,,,0,null,"IO-WRL-005,IO-WRL-007",4195,,
K,K0947,K0947 - Knowledge of computer engineering principles and practices,Knowledge of computer engineering principles and practices,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,DD-WRL-006,DD-WRL-007,DD-WRL-008,IO-WRL-005,IO-WRL-006,IO-WRL-004,IN-WRL-002,OG-WRL-001,OG-WRL-012,OG-WRL-014,PD-WRL-001",4196,,
